transcript,KO
Transcript_25112.p2,
Transcript_25113.p1,
Transcript_25114.p1,K03320
Transcript_25115.p4,
Transcript_25116.p1,K14383
Transcript_25117.p3,K02866
Transcript_25118.p1,
Transcript_25119.p1,K09941
Transcript_2512.p3,
Transcript_25120.p1,
Transcript_25121.p1,K02330
Transcript_25122.p1,K21440
Transcript_25123.p1,
Transcript_25124.p1,
Transcript_25125.p1,
Transcript_25126.p1,K00698
Transcript_25127.p1,K11986
Transcript_25128.p1,
Transcript_25129.p3,
Transcript_2513.p1,K14165
Transcript_25130.p1,K12627
Transcript_25131.p1,K05539
Transcript_25132.p1,
Transcript_25133.p1,
Transcript_25134.p2,
Transcript_25135.p3,
Transcript_25136.p1,
Transcript_25137.p1,K16075
Transcript_25138.p2,
Transcript_25139.p1,
Transcript_2514.p1,
Transcript_25140.p2,
Transcript_25141.p2,K01714
Transcript_25142.p1,
Transcript_25143.p2,
Transcript_25144.p4,
Transcript_25145.p2,K00472
Transcript_25146.p1,
Transcript_25147.p1,
Transcript_25148.p1,
Transcript_25149.p1,K00555
Transcript_2515.p1,
Transcript_25150.p1,
Transcript_25151.p2,
Transcript_25152.p1,
Transcript_25154.p1,
Transcript_25155.p6,K00330
Transcript_25156.p1,K00764
Transcript_25157.p1,
Transcript_25158.p1,K00734
Transcript_25159.p4,
Transcript_2516.p1,K01754
Transcript_25160.p2,
Transcript_25161.p1,
Transcript_25162.p1,K01527
Transcript_25163.p1,K12843
Transcript_25164.p3,K12843
Transcript_25165.p5,
Transcript_25166.p2,
Transcript_25167.p1,
Transcript_25168.p1,
Transcript_25169.p1,K06955
Transcript_2517.p3,
Transcript_25170.p2,
Transcript_25171.p2,K05605
Transcript_25172.p4,
Transcript_25173.p2,
Transcript_25174.p2,
Transcript_25175.p3,
Transcript_25177.p3,
Transcript_25178.p1,K01595
Transcript_25179.p1,
Transcript_2518.p2,K22531
Transcript_25180.p1,
Transcript_25181.p1,K15430
Transcript_25182.p1,K04461
Transcript_25183.p1,K04461
Transcript_25184.p1,
Transcript_25185.p3,K20408
Transcript_25186.p3,
Transcript_25187.p1,
Transcript_25188.p1,
Transcript_2519.p1,K16603
Transcript_25190.p1,
Transcript_25191.p1,K22698
Transcript_25192.p3,
Transcript_25193.p5,
Transcript_25194.p1,
Transcript_25195.p1,K02146
Transcript_25196.p1,K17928
Transcript_25197.p1,
Transcript_25198.p1,K09645
Transcript_25199.p1,
Transcript_252.p2,
Transcript_2520.p1,
Transcript_25200.p1,K07735
Transcript_25201.p2,K01466
Transcript_25202.p6,
Transcript_25203.p2,
Transcript_25204.p1,K06883
Transcript_25205.p1,
Transcript_25206.p2,
Transcript_25207.p1,
Transcript_25208.p1,
Transcript_25209.p1,
Transcript_2521.p1,K00733
Transcript_25210.p1,K14288
Transcript_25212.p1,
Transcript_25213.p4,
Transcript_25214.p1,
Transcript_25215.p3,
Transcript_25216.p5,
Transcript_25217.p2,K05656
Transcript_25218.p3,K05658
Transcript_25219.p2,
Transcript_2522.p2,K04990
Transcript_25220.p1,
Transcript_25221.p1,
Transcript_25222.p1,K05658
Transcript_25223.p1,K05658
Transcript_25224.p1,K05656
Transcript_25225.p1,
Transcript_25226.p1,
Transcript_25227.p5,
Transcript_25228.p1,
Transcript_25229.p1,
Transcript_2523.p1,
Transcript_25230.p1,
Transcript_25231.p1,
Transcript_25232.p1,K09288
Transcript_25233.p1,K05011
Transcript_25234.p1,
Transcript_25235.p2,K03028
Transcript_25236.p3,
Transcript_25237.p1,
Transcript_25238.p1,
Transcript_25239.p1,K06252
Transcript_2524.p1,
Transcript_25240.p1,
Transcript_25241.p1,
Transcript_25243.p1,
Transcript_25244.p1,
Transcript_25246.p3,
Transcript_25247.p1,
Transcript_25248.p1,
Transcript_25249.p2,
Transcript_2525.p1,K16687
Transcript_25250.p2,
Transcript_25251.p1,K01179
Transcript_25252.p1,
Transcript_25253.p3,
Transcript_25254.p1,
Transcript_25255.p2,
Transcript_25256.p1,
Transcript_25257.p1,K15710
Transcript_25258.p3,K06173
Transcript_25259.p2,
Transcript_2526.p3,
Transcript_25260.p1,
Transcript_25261.p1,
Transcript_25262.p1,
Transcript_25263.p1,
Transcript_25264.p1,K00951
Transcript_25265.p1,
Transcript_25266.p5,K00951
Transcript_25267.p1,K00951
Transcript_25268.p1,
Transcript_25269.p1,
Transcript_2527.p2,
Transcript_25270.p2,
Transcript_25271.p1,K18932
Transcript_25272.p1,K13095
Transcript_25273.p1,
Transcript_25274.p2,K06959
Transcript_25275.p3,
Transcript_25276.p2,K15177
Transcript_25279.p3,
Transcript_2528.p1,K08794
Transcript_25280.p1,
Transcript_25281.p1,
Transcript_25282.p1,K15707
Transcript_25284.p1,
Transcript_25285.p2,
Transcript_25286.p1,K16911
Transcript_25287.p2,K13177
Transcript_25288.p1,
Transcript_2529.p1,
Transcript_25290.p1,
Transcript_25291.p1,
Transcript_25292.p1,
Transcript_25293.p2,
Transcript_25294.p4,
Transcript_25295.p2,
Transcript_25296.p1,
Transcript_25297.p1,K21991
Transcript_25298.p1,
Transcript_25299.p1,K01834
Transcript_253.p2,
Transcript_2530.p2,
Transcript_25300.p1,
Transcript_25301.p1,K01408
Transcript_25302.p2,
Transcript_25303.p2,
Transcript_25306.p5,K00135
Transcript_25307.p2,
Transcript_25309.p2,
Transcript_2531.p3,
Transcript_25310.p1,K11585
Transcript_25312.p2,
Transcript_25313.p2,
Transcript_25314.p2,
Transcript_25315.p3,
Transcript_25316.p2,
Transcript_25317.p2,
Transcript_25318.p1,
Transcript_25319.p1,K08790
Transcript_25320.p1,
Transcript_25321.p2,
Transcript_25322.p2,K00940
Transcript_25323.p2,
Transcript_25324.p1,
Transcript_25325.p1,
Transcript_25326.p1,
Transcript_25328.p1,
Transcript_25329.p1,
Transcript_2533.p1,K02377
Transcript_25330.p5,
Transcript_25331.p1,
Transcript_25332.p1,
Transcript_25333.p2,
Transcript_25334.p2,
Transcript_25335.p1,
Transcript_25336.p1,
Transcript_25337.p1,
Transcript_25338.p1,
Transcript_25339.p1,
Transcript_2534.p1,K02377
Transcript_25340.p1,
Transcript_25341.p1,K10380
Transcript_25342.p2,
Transcript_25343.p1,
Transcript_25344.p1,K03845
Transcript_25345.p2,
Transcript_25346.p1,
Transcript_25347.p2,K03953
Transcript_25348.p1,K00995
Transcript_25349.p1,
Transcript_2535.p1,
Transcript_25350.p1,
Transcript_25351.p3,
Transcript_25352.p1,K12567
Transcript_25353.p1,K13606
Transcript_25354.p1,
Transcript_25355.p1,
Transcript_25356.p1,
Transcript_25357.p1,K03798
Transcript_25358.p3,
Transcript_25359.p3,
Transcript_2536.p1,
Transcript_25360.p1,
Transcript_25361.p1,
Transcript_25362.p1,
Transcript_25363.p1,
Transcript_25364.p1,
Transcript_25365.p2,
Transcript_25366.p1,
Transcript_25367.p2,
Transcript_25369.p1,
Transcript_2537.p2,
Transcript_25370.p1,
Transcript_25371.p1,
Transcript_25372.p1,K03500
Transcript_25373.p2,
Transcript_25374.p1,
Transcript_25375.p1,
Transcript_25376.p1,K08669
Transcript_25378.p1,
Transcript_25379.p1,
Transcript_2538.p1,
Transcript_25380.p1,
Transcript_25383.p2,
Transcript_25384.p1,
Transcript_25385.p3,
Transcript_25386.p1,
Transcript_25387.p1,
Transcript_25388.p1,
Transcript_25389.p1,
Transcript_2539.p2,
Transcript_25390.p1,
Transcript_25391.p2,
Transcript_25392.p1,
Transcript_25395.p1,
Transcript_25396.p1,
Transcript_25397.p2,
Transcript_25398.p1,
Transcript_25399.p1,
Transcript_254.p1,
Transcript_2540.p2,
Transcript_25400.p1,
Transcript_25403.p1,
Transcript_25404.p1,K03696
Transcript_25405.p2,
Transcript_25406.p1,
Transcript_25407.p2,
Transcript_25408.p2,K02981
Transcript_25409.p1,
Transcript_2541.p1,
Transcript_25410.p1,K10799
Transcript_25411.p1,K15424
Transcript_25412.p1,
Transcript_25413.p2,
Transcript_25414.p1,
Transcript_25415.p1,
Transcript_25416.p1,
Transcript_25417.p1,
Transcript_25419.p1,
Transcript_2542.p1,K11204
Transcript_25420.p2,
Transcript_25421.p1,
Transcript_25422.p1,
Transcript_25423.p1,
Transcript_25425.p1,K10595
Transcript_25426.p1,
Transcript_25427.p1,
Transcript_25428.p1,K00565
Transcript_2543.p1,K20784
Transcript_25431.p3,
Transcript_25432.p1,
Transcript_25433.p1,
Transcript_25434.p2,K11583
Transcript_25435.p1,
Transcript_25436.p3,K01358
Transcript_25437.p1,K10408
Transcript_25438.p1,
Transcript_25439.p1,
Transcript_2544.p1,K20784
Transcript_25440.p1,K04874
Transcript_25441.p1,K04874
Transcript_25442.p1,K04874
Transcript_25443.p3,K08848
Transcript_25444.p2,K03297
Transcript_25445.p1,
Transcript_25446.p1,
Transcript_25447.p3,
Transcript_25448.p1,
Transcript_25449.p2,
Transcript_2545.p2,
Transcript_25451.p1,
Transcript_25452.p7,
Transcript_25453.p4,
Transcript_25454.p4,
Transcript_25456.p1,K16761
Transcript_25457.p1,
Transcript_25458.p1,K14682
Transcript_25459.p2,K06997
Transcript_2546.p1,
Transcript_25460.p1,K16675
Transcript_25461.p1,
Transcript_25462.p3,K18467
Transcript_25463.p2,K13209
Transcript_25464.p3,
Transcript_25465.p2,
Transcript_25466.p1,
Transcript_25467.p1,
Transcript_25468.p1,
Transcript_25469.p3,
Transcript_2547.p1,
Transcript_25470.p1,
Transcript_25471.p1,K12591
Transcript_25472.p1,
Transcript_25473.p1,
Transcript_25474.p2,
Transcript_25475.p1,
Transcript_25476.p3,
Transcript_25477.p2,
Transcript_25478.p2,K02366
Transcript_25479.p2,
Transcript_2548.p1,
Transcript_25480.p1,K08292
Transcript_25481.p1,
Transcript_25482.p1,
Transcript_25483.p1,K14297
Transcript_25484.p1,
Transcript_25485.p1,K19684
Transcript_25486.p1,K10590
Transcript_25487.p2,
Transcript_25488.p1,
Transcript_25489.p1,K09595
Transcript_2549.p1,K13719
Transcript_25491.p1,K11426
Transcript_25492.p1,
Transcript_25493.p1,
Transcript_25494.p1,
Transcript_25495.p1,
Transcript_25496.p1,K12200
Transcript_25497.p2,
Transcript_25498.p3,
Transcript_25499.p1,K08057
Transcript_255.p1,
Transcript_2550.p2,
Transcript_25500.p1,K09487
Transcript_25502.p1,
Transcript_25503.p3,
Transcript_25504.p1,K13114
Transcript_25505.p2,K13114
Transcript_25506.p3,
Transcript_25507.p1,K19759
Transcript_25508.p1,
Transcript_25509.p1,
Transcript_2551.p1,K02331
Transcript_25510.p1,K06112
Transcript_25511.p1,
Transcript_25512.p1,
Transcript_25513.p1,
Transcript_25514.p1,
Transcript_25515.p1,
Transcript_25516.p2,
Transcript_25517.p1,
Transcript_25518.p1,
Transcript_25519.p1,
Transcript_2552.p1,
Transcript_25520.p1,
Transcript_25523.p1,
Transcript_25524.p2,
Transcript_25525.p1,
Transcript_25526.p1,K13348
Transcript_25527.p1,K01110
Transcript_25528.p1,K10949
Transcript_25529.p1,K20405
Transcript_2553.p1,
Transcript_25530.p1,K07151
Transcript_25531.p1,K12590
Transcript_25532.p1,
Transcript_25533.p2,K22939
Transcript_25534.p1,
Transcript_25535.p1,
Transcript_25536.p1,
Transcript_25537.p1,K01190
Transcript_25538.p1,K10706
Transcript_25539.p1,
Transcript_2554.p1,
Transcript_25540.p1,
Transcript_25541.p1,
Transcript_25542.p4,
Transcript_25543.p2,
Transcript_25544.p2,
Transcript_25547.p1,
Transcript_25548.p4,K14826
Transcript_25549.p1,
Transcript_2555.p1,
Transcript_25550.p1,
Transcript_25551.p1,
Transcript_25552.p2,
Transcript_25553.p4,
Transcript_25554.p1,K10563
Transcript_25555.p4,
Transcript_25556.p2,
Transcript_25557.p2,
Transcript_25558.p3,K10587
Transcript_25559.p1,
Transcript_2556.p3,
Transcript_25560.p1,
Transcript_25561.p1,
Transcript_25562.p1,
Transcript_25563.p1,
Transcript_25564.p3,
Transcript_25565.p1,
Transcript_25566.p1,
Transcript_25567.p2,
Transcript_25568.p1,
Transcript_2557.p1,
Transcript_25571.p2,K00128
Transcript_25572.p3,K20045
Transcript_25573.p1,K19668
Transcript_25574.p1,
Transcript_25576.p1,
Transcript_25577.p1,K06825
Transcript_25578.p1,
Transcript_25579.p2,K14326
Transcript_25580.p1,
Transcript_25581.p2,
Transcript_25582.p1,
Transcript_25583.p1,K01074
Transcript_25584.p1,K12381
Transcript_25587.p1,
Transcript_25588.p1,K04711
Transcript_25589.p1,
Transcript_2559.p1,
Transcript_25590.p3,
Transcript_25591.p1,K01465
Transcript_25592.p2,
Transcript_25593.p2,
Transcript_25594.p1,
Transcript_25595.p1,K16297
Transcript_25596.p2,
Transcript_25597.p1,
Transcript_25598.p1,
Transcript_25599.p2,
Transcript_256.p1,
Transcript_2560.p1,
Transcript_25600.p1,
Transcript_25601.p2,K19219
Transcript_25602.p1,
Transcript_25603.p2,
Transcript_25604.p1,K11416
Transcript_25605.p1,
Transcript_25606.p2,
Transcript_25607.p3,
Transcript_25608.p1,
Transcript_2561.p1,K00972
Transcript_25610.p4,
Transcript_25611.p1,
Transcript_25613.p2,
Transcript_25614.p1,
Transcript_25615.p1,
Transcript_25616.p1,
Transcript_25617.p1,
Transcript_25619.p3,
Transcript_2562.p2,
Transcript_25622.p1,
Transcript_25623.p1,
Transcript_25624.p1,
Transcript_25625.p2,K05099
Transcript_25626.p1,
Transcript_25628.p1,K13617
Transcript_25629.p1,K01069
Transcript_2563.p2,
Transcript_25630.p1,
Transcript_25632.p1,K03043
Transcript_25633.p1,
Transcript_25635.p2,K10881
Transcript_25638.p4,
Transcript_2564.p1,
Transcript_25640.p1,
Transcript_25641.p1,
Transcript_25643.p2,K01881
Transcript_25644.p4,
Transcript_25645.p2,
Transcript_25646.p4,
Transcript_25647.p1,K10357
Transcript_25648.p2,
Transcript_25649.p1,
Transcript_2565.p4,
Transcript_25650.p1,
Transcript_25652.p1,
Transcript_25653.p1,
Transcript_25654.p1,
Transcript_25655.p2,
Transcript_25656.p1,
Transcript_25657.p1,
Transcript_25658.p1,
Transcript_25659.p1,
Transcript_2566.p2,
Transcript_25660.p1,
Transcript_25661.p1,K20888
Transcript_25662.p1,K02607
Transcript_25663.p2,
Transcript_25664.p1,
Transcript_25665.p4,
Transcript_25666.p5,
Transcript_25667.p3,
Transcript_25668.p1,
Transcript_25669.p2,
Transcript_2567.p2,
Transcript_25670.p1,
Transcript_25671.p1,K22530
Transcript_25672.p1,
Transcript_25673.p1,
Transcript_25674.p1,
Transcript_25675.p3,K01883
Transcript_25676.p1,K06173
Transcript_25677.p3,
Transcript_25678.p1,
Transcript_25679.p1,
Transcript_2568.p1,
Transcript_25680.p1,
Transcript_25681.p3,
Transcript_25682.p1,
Transcript_25683.p1,K20175
Transcript_25684.p1,
Transcript_25685.p2,K20129
Transcript_25686.p4,
Transcript_25687.p1,K14327
Transcript_25688.p2,K10839
Transcript_2569.p2,
Transcript_25690.p1,
Transcript_25691.p1,
Transcript_25692.p1,
Transcript_25693.p1,
Transcript_25694.p1,K18532
Transcript_25695.p2,K19788
Transcript_25696.p1,
Transcript_25697.p1,
Transcript_25698.p1,
Transcript_25699.p1,K13755
Transcript_257.p3,
Transcript_2570.p1,
Transcript_25700.p1,
Transcript_25702.p2,
Transcript_25703.p1,
Transcript_25704.p1,K00750
Transcript_25705.p1,
Transcript_25706.p1,K17710
Transcript_25707.p1,
Transcript_25708.p1,
Transcript_25709.p1,K11341
Transcript_2571.p2,
Transcript_25710.p1,
Transcript_25711.p2,
Transcript_25712.p1,K08838
Transcript_25713.p2,
Transcript_25715.p1,K05658
Transcript_25716.p2,K05658
Transcript_25717.p1,
Transcript_25718.p1,
Transcript_25719.p1,
Transcript_2572.p2,
Transcript_25720.p1,
Transcript_25721.p2,
Transcript_25722.p1,
Transcript_25723.p1,
Transcript_25724.p1,
Transcript_25726.p2,
Transcript_25727.p2,
Transcript_25728.p1,
Transcript_25729.p1,
Transcript_2573.p1,
Transcript_25730.p3,
Transcript_25731.p2,
Transcript_25732.p2,
Transcript_25733.p3,
Transcript_25734.p1,
Transcript_25735.p1,
Transcript_25737.p1,
Transcript_25738.p3,
Transcript_25739.p1,
Transcript_2574.p3,
Transcript_25741.p1,
Transcript_25742.p1,
Transcript_25743.p1,
Transcript_25744.p2,K00162
Transcript_25745.p1,K00011
Transcript_25746.p2,K00002
Transcript_25747.p1,
Transcript_25748.p1,
Transcript_25749.p1,
Transcript_2575.p5,K22614
Transcript_25751.p1,
Transcript_25752.p1,
Transcript_25753.p3,
Transcript_25754.p6,
Transcript_25755.p1,
Transcript_25756.p1,
Transcript_25757.p1,K04373
Transcript_25758.p1,
Transcript_25759.p4,
Transcript_2576.p1,
Transcript_25760.p1,
Transcript_25761.p1,
Transcript_25762.p1,
Transcript_25763.p1,
Transcript_25764.p1,
Transcript_25765.p1,
Transcript_25766.p1,
Transcript_25767.p1,K13205
Transcript_25768.p1,K21749
Transcript_25769.p1,
Transcript_2577.p1,
Transcript_25770.p4,
Transcript_25771.p1,
Transcript_25772.p1,
Transcript_25773.p1,K20045
Transcript_25774.p1,
Transcript_25775.p2,
Transcript_25776.p1,
Transcript_25777.p3,
Transcript_25778.p1,
Transcript_25779.p1,K03514
Transcript_2578.p1,K01519
Transcript_25780.p2,
Transcript_25781.p2,
Transcript_25782.p3,
Transcript_25783.p2,
Transcript_25784.p3,K00476
Transcript_25785.p3,
Transcript_25786.p1,
Transcript_25787.p2,
Transcript_25788.p1,
Transcript_25789.p1,
Transcript_2579.p1,
Transcript_25790.p1,
Transcript_25791.p1,
Transcript_25792.p1,
Transcript_25793.p3,
Transcript_25794.p4,
Transcript_25795.p2,
Transcript_25796.p1,
Transcript_25797.p2,
Transcript_25798.p1,
Transcript_25799.p1,K11647
Transcript_258.p2,K10442
Transcript_2580.p1,
Transcript_25800.p1,K07232
Transcript_25802.p1,
Transcript_25803.p1,
Transcript_25804.p1,
Transcript_25805.p2,
Transcript_25806.p3,
Transcript_25807.p1,K15272
Transcript_25808.p5,K00472
Transcript_25809.p1,
Transcript_25810.p2,
Transcript_25811.p1,
Transcript_25812.p1,
Transcript_25813.p1,K08857
Transcript_25814.p1,
Transcript_25815.p1,
Transcript_25816.p3,
Transcript_25817.p1,
Transcript_25818.p1,
Transcript_25819.p1,
Transcript_2582.p2,
Transcript_25820.p3,
Transcript_25822.p1,
Transcript_25823.p1,
Transcript_25824.p1,
Transcript_25825.p1,
Transcript_25826.p1,K10595
Transcript_25827.p1,
Transcript_25828.p1,
Transcript_2583.p1,
Transcript_25830.p1,
Transcript_25831.p1,
Transcript_25832.p1,K08857
Transcript_25833.p1,K16938
Transcript_25834.p1,
Transcript_25835.p1,
Transcript_25836.p1,K11808
Transcript_25837.p1,
Transcript_25838.p1,
Transcript_25839.p1,
Transcript_2584.p2,
Transcript_25840.p1,
Transcript_25842.p2,
Transcript_25843.p1,K14165
Transcript_25844.p1,K14165
Transcript_25845.p2,
Transcript_25846.p1,
Transcript_25847.p1,
Transcript_25848.p1,K15255
Transcript_25849.p1,
Transcript_2585.p1,
Transcript_25850.p3,
Transcript_25851.p1,
Transcript_25852.p3,
Transcript_25853.p1,K04855
Transcript_25854.p1,K04851
Transcript_25855.p1,
Transcript_25856.p1,
Transcript_25857.p3,
Transcript_25858.p2,K04833
Transcript_25859.p3,K04840
Transcript_2586.p1,K12391
Transcript_25860.p2,
Transcript_25861.p1,
Transcript_25862.p1,
Transcript_25863.p3,
Transcript_25864.p1,
Transcript_25865.p2,K02155
Transcript_25866.p2,
Transcript_25867.p1,
Transcript_25868.p1,K05016
Transcript_25869.p1,
Transcript_2587.p1,
Transcript_25870.p1,K19612
Transcript_25871.p2,
Transcript_25872.p1,
Transcript_25873.p3,
Transcript_25874.p2,K03929
Transcript_25875.p1,
Transcript_25876.p2,
Transcript_25877.p1,K06890
Transcript_25878.p1,
Transcript_25879.p1,
Transcript_2588.p3,K19947
Transcript_25880.p1,K08903
Transcript_25881.p1,
Transcript_25882.p3,
Transcript_25883.p2,
Transcript_25884.p1,
Transcript_25886.p1,K06188
Transcript_25888.p4,
Transcript_25889.p1,
Transcript_2589.p1,
Transcript_25890.p1,
Transcript_25892.p1,K10769
Transcript_25893.p1,
Transcript_25894.p2,
Transcript_25895.p2,
Transcript_25896.p3,
Transcript_25897.p3,
Transcript_25899.p1,
Transcript_259.p1,
Transcript_2590.p5,K11877
Transcript_25901.p2,
Transcript_25902.p3,
Transcript_25903.p3,
Transcript_25905.p2,
Transcript_25906.p1,
Transcript_25907.p1,
Transcript_25909.p1,
Transcript_2591.p3,
Transcript_25910.p3,K11265
Transcript_25913.p1,K01210
Transcript_25916.p3,
Transcript_25918.p1,
Transcript_25919.p1,
Transcript_2592.p1,
Transcript_25920.p3,
Transcript_25921.p1,
Transcript_25922.p4,
Transcript_25923.p3,K19755
Transcript_25924.p4,
Transcript_25925.p1,
Transcript_25926.p1,
Transcript_25927.p1,K13293
Transcript_25933.p3,
Transcript_25934.p1,
Transcript_25935.p2,
Transcript_25936.p3,
Transcript_25937.p1,K08679
Transcript_25938.p1,
Transcript_25939.p1,
Transcript_25940.p2,
Transcript_25941.p1,
Transcript_25942.p1,
Transcript_25944.p1,
Transcript_25945.p1,K22913
Transcript_25946.p3,
Transcript_25947.p3,K22913
Transcript_25948.p1,
Transcript_25949.p1,
Transcript_2595.p2,K11126
Transcript_25950.p1,K05917
Transcript_25951.p1,
Transcript_25952.p1,
Transcript_25953.p1,K17981
Transcript_25954.p1,
Transcript_25956.p2,
Transcript_25958.p1,
Transcript_2596.p5,
Transcript_25960.p2,
Transcript_25961.p3,
Transcript_25962.p2,
Transcript_25963.p1,
Transcript_25964.p1,
Transcript_25965.p1,
Transcript_25966.p1,
Transcript_25967.p1,
Transcript_25968.p1,
Transcript_25969.p1,K02926
Transcript_2597.p1,
Transcript_25970.p1,
Transcript_25971.p1,K17679
Transcript_25972.p1,K11000
Transcript_25973.p1,
Transcript_25974.p1,
Transcript_25975.p1,
Transcript_25976.p2,
Transcript_25977.p2,
Transcript_25978.p1,
Transcript_25979.p3,K09592
Transcript_2598.p1,K07376
Transcript_25980.p3,
Transcript_25981.p2,
Transcript_25982.p1,K09584
Transcript_25983.p2,
Transcript_25984.p1,K04875
Transcript_25985.p3,
Transcript_25986.p1,K13026
Transcript_25987.p3,
Transcript_25988.p1,
Transcript_25989.p1,K23437
Transcript_2599.p3,
Transcript_25990.p3,K20636
Transcript_25991.p1,
Transcript_25992.p1,
Transcript_25993.p1,
Transcript_25994.p2,K05543
Transcript_25995.p1,
Transcript_25996.p1,
Transcript_25997.p2,
Transcript_25998.p1,K04459
Transcript_25999.p1,K18038
Transcript_26.p1,
Transcript_260.p4,
Transcript_2600.p1,K10798
Transcript_26000.p3,
Transcript_26001.p1,K13783
Transcript_26003.p3,
Transcript_26004.p4,
Transcript_26005.p1,
Transcript_26006.p2,
Transcript_26007.p3,K01408
Transcript_26008.p2,
Transcript_26009.p1,
Transcript_26011.p4,
Transcript_26012.p1,
Transcript_26013.p1,K04965
Transcript_26014.p1,
Transcript_26015.p1,
Transcript_26016.p1,
Transcript_26017.p1,
Transcript_26018.p1,K01179
Transcript_26019.p1,
Transcript_2602.p1,
Transcript_26020.p3,
Transcript_26021.p2,K12811
Transcript_26022.p1,K15258
Transcript_26023.p1,K15258
Transcript_26024.p4,
Transcript_26025.p2,K18442
Transcript_26026.p2,K02936
Transcript_26027.p1,
Transcript_26028.p2,K11547
Transcript_26029.p2,
Transcript_2603.p1,
Transcript_26030.p2,
Transcript_26031.p1,
Transcript_26032.p1,
Transcript_26033.p1,
Transcript_26034.p1,
Transcript_26035.p2,
Transcript_26036.p1,
Transcript_26037.p1,K22614
Transcript_26038.p3,K11449
Transcript_26039.p1,
Transcript_2604.p1,
Transcript_26040.p1,
Transcript_26041.p2,K23357
Transcript_26042.p2,
Transcript_26044.p2,K11984
Transcript_26045.p2,
Transcript_26046.p1,
Transcript_26047.p2,
Transcript_26048.p1,K04774
Transcript_2605.p1,
Transcript_26050.p2,K02879
Transcript_26051.p1,
Transcript_26052.p2,
Transcript_26053.p1,K22757
Transcript_26054.p5,
Transcript_26055.p1,K15286
Transcript_26057.p2,
Transcript_26058.p1,
Transcript_26059.p1,
Transcript_2606.p1,
Transcript_26060.p1,
Transcript_26061.p1,
Transcript_26062.p2,K09955
Transcript_26063.p1,K08798
Transcript_26064.p1,
Transcript_26065.p1,
Transcript_26066.p1,
Transcript_26067.p1,
Transcript_26068.p1,
Transcript_26069.p1,K09668
Transcript_26070.p1,K05389
Transcript_26071.p2,K05389
Transcript_26072.p1,
Transcript_26073.p1,
Transcript_26074.p4,
Transcript_26075.p1,
Transcript_26076.p1,
Transcript_26077.p1,K04077
Transcript_26078.p1,
Transcript_26079.p2,
Transcript_2608.p1,
Transcript_26080.p1,
Transcript_26081.p2,
Transcript_26082.p1,K14766
Transcript_26083.p1,
Transcript_26084.p3,
Transcript_26085.p2,K07152
Transcript_26086.p1,K07152
Transcript_26087.p1,K06134
Transcript_2609.p3,
Transcript_26090.p2,
Transcript_26091.p1,
Transcript_26094.p2,
Transcript_26095.p2,
Transcript_26096.p2,
Transcript_26097.p2,
Transcript_26098.p1,
Transcript_26099.p1,K00627
Transcript_261.p2,
Transcript_2610.p2,K16746
Transcript_26100.p2,
Transcript_26101.p2,
Transcript_26104.p2,
Transcript_26105.p2,
Transcript_26106.p2,
Transcript_26107.p2,
Transcript_2611.p2,K12865
Transcript_26112.p2,
Transcript_26113.p4,
Transcript_26114.p1,K03938
Transcript_26115.p1,
Transcript_26116.p1,
Transcript_26119.p4,
Transcript_2612.p2,
Transcript_26121.p1,
Transcript_26122.p1,
Transcript_26123.p1,
Transcript_26125.p3,
Transcript_26126.p1,K17824
Transcript_26127.p2,
Transcript_26128.p2,
Transcript_26129.p1,
Transcript_2613.p1,K22614
Transcript_26130.p1,
Transcript_26132.p1,
Transcript_26133.p1,K09512
Transcript_26134.p1,K08902
Transcript_26135.p1,
Transcript_26136.p1,
Transcript_26137.p1,
Transcript_26138.p1,
Transcript_26139.p2,
Transcript_2614.p1,
Transcript_26140.p1,
Transcript_26141.p1,
Transcript_26142.p1,
Transcript_26143.p3,K14801
Transcript_26144.p1,K13412
Transcript_26145.p1,
Transcript_26146.p5,
Transcript_26147.p1,
Transcript_26148.p4,
Transcript_26149.p1,
Transcript_2615.p1,K21737
Transcript_26150.p3,
Transcript_26152.p2,
Transcript_26153.p2,
Transcript_26154.p1,
Transcript_26155.p1,
Transcript_26156.p1,
Transcript_26157.p1,
Transcript_26158.p1,
Transcript_26159.p1,
Transcript_2616.p4,
Transcript_26160.p1,
Transcript_26161.p1,K19882
Transcript_26162.p1,
Transcript_26163.p1,K05970
Transcript_26164.p1,
Transcript_26165.p1,K20027
Transcript_26166.p1,
Transcript_26167.p1,
Transcript_26168.p1,
Transcript_26169.p2,
Transcript_2617.p1,
Transcript_26170.p1,K03667
Transcript_26171.p2,K04371
Transcript_26172.p1,
Transcript_26173.p2,
Transcript_26174.p1,
Transcript_26175.p2,
Transcript_26176.p1,
Transcript_26177.p2,
Transcript_26178.p2,K20636
Transcript_26179.p1,
Transcript_2618.p2,
Transcript_26180.p1,
Transcript_26181.p1,K17588
Transcript_26182.p1,
Transcript_26183.p2,
Transcript_26184.p4,
Transcript_26185.p2,K08874
Transcript_26186.p1,
Transcript_26188.p1,
Transcript_26189.p1,K11424
Transcript_2619.p1,K12598
Transcript_26190.p1,
Transcript_26191.p4,
Transcript_26192.p1,
Transcript_26193.p1,K01495
Transcript_26194.p2,
Transcript_26195.p6,
Transcript_26196.p2,
Transcript_26197.p1,
Transcript_26198.p1,
Transcript_26199.p1,
Transcript_262.p1,
Transcript_2620.p1,K01262
